Time Stamp	Battery Volts	Batt Amps	Motor Command	Motor Power	Motor Amps	MCU Temp	Heatsink Temp	Track
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.2	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:05 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:06 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:07 PM	51.2	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:08 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.2	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:09 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:10 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:11 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	0	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:12 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	0	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:13 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:14 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:14 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:14 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:14 PM	51.3	0	0	0	0	1	3	0
12/3/2016 10:21:14 PM	51.3	0	0	0	0	1	3	0
